entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Metrobus del Bajo,Metrobus Del Bajo: Paradores - Etapa I,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"El Metrobus del Bajo comprende un corredor vial de 4,8 kilómetros sobre las Av. Leandro N. Alem y Av. Paseo Colón que une los Barrios de Retiro y La Boca. El proyecto se inserta dentro del Plan de Movilidad Sustentable en el cual contempló el rediseño del espacio para darle prioridad al transporte público, la promoción de la movilidad sustentable, el ordenamiento, la seguridad vial y la introducción de tecnologí­as que permiten brindar información en tiempo real. Su puesta en funcionamiento redujo un 30 % el tiempo de viaje de las 30 lí­neas de colectivos que prestan servicio a más de 300.000 personas por dí­a.","$ 229.538.623,00",1,Montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",15/2/2017,15/7/2017,5,100,Riva S.A,2016,Licitación Pública,1224-SIGAF/16,33504596309,350,SI,24.603.091-DGTMBR-2016,Desconocido
Acumar,Camino De Sirga II,Finalizada,Hidráulica e Infraestructura,Secretarí­a de Transporte y Obras Públicas,"La segunda etapa del Camino de Sirga se centró en liberar y volver transitable y accesible el margen del Riachuelo entre las calles Vieytes y Av. Sáenz. Se recuperó para el uso público en ví­as de cumplimentar con lo enunciado en el Plan Urbano Ambiental, donde se indican los rasgos fundamentales que deben desarrollar la Ciudad de Buenos Aires y los principales lineamientos para garantizar el alcance de dichos rasgos. Se propuso un parque lineal con un camino vehicular enfocado al tránsito recreativo de las personas, involucrando la construcción de un paseo ribereño, bicisendas, espacios verdes, alumbrado y equipamiento general.","$ 40.774.370,00",4,Barracas,"ZAVALETA E IRIARTE, GRAL. AV.",8/1/2013,31/5/2017,52,100,Bricons S.A.I.C.F.I.,2012,Licitación Pública,2278/2012,30541068151,23,Desconocido,1.630.472/2012,Desconocido
Metrobus Norte,Metrobus Norte: Metrobus Cabildo II,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"La traza de la segunda etapa del Metrobus Norte comienza en Franklin Roosevelt, como continuación del primer tramo y finaliza en Santos Dumont. Hay paradores en gran parte de la extensión del corredor, a excepción de las cuadras entre Juramento y Echeverrí­a, La Pampa y José Hernández, y Teodoro Garcí­a y Federico Lacroze. En total, se trató de 5 estaciones, con 22 paradores. Es el séptimo corredor de la red de metrobus CABA, que tiene una extensión de 2.7 km y revitalizó los barrios de Belgrano, Colegiales y Palermo.","$ 139.861.846,00",13,Belgrano,"CABILDO AV. Y PINO, VIRREY DEL",8/1/2016,31/5/2017,16,100,Bricons S.A.I.C.F.I.,2016,Licitación Pública,294-SIGAF/16,30541068151,0,SI,10.508.702- MGEYA-DGTMBR-2016,Desconocido
Metrobus Norte,Metrobus Norte: Centro de Transbordo Pací­fico,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"Se ejecutaron paradores linderos a los carriles exclusivos para buses, que funcionan como punto de transbordo de pasajeros. Está ubicado sobre la Av. Santa Fe entre las calles Carranza y Thames, con una extensión de 1,1 km, 22 lí­neas de colectivos con 375 servicios promedio por hora y cuenta con 11 paradores, mejorando la experiencia de viaje de más de 120 mil personas todos los dí­as.","$ 71.823.848,00",14,Palermo,"SANTA FE AV. Y JUSTO, JUAN B. AV.",24/8/2016,24/11/2016,3,100,Construcciones Ingevial S.A.,2016,Licitación Pública,447-SIGAF/16,30650833380,0,Desconocido,12.403.925- MGEYA-DGTMBR-2016,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Balbí­n,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"El Paso Bajo Nivel de Av. Balbí­n se extiende entre Estomba y Av. Goyeneche, pasando por debajo las ví­as del Ferrocarril Mitre ramal Mitre, a 300 metros de la estación L. M. Saavedra del tren. Su túnel es doble mano, cuenta con cuatro carriles de circulación, dos por sentido, con una altura libre de paso de 5,10 metros que lo hace apto para tránsito liviano y transporte de pasajeros.","$ 119.960.000,00",12,Saavedra,"BALBIN, RICARDO, DR. AV. Y PLAZA",12/6/2016,2/8/2018,26,100,Eleprint - Construmex Ute,2014,Licitación Pública,2013-01-0016-00,30714433896,130,SI,0,Desconocido
Centro De Exposiciones Y Convenciones,Centro de Exposiciones y Convenciones: Ampliación red de agua y cloacas,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"Dentro de las obras complementarias al Centro de Exposiciones y Convenciones, fue necesario adaptar y relocalizar las acometidas del suministro de servicios de agua potable y de desagí¼es cloacales en el predio donde se ubica.","$ 8.897.525,00",2,Recoleta,"FIGUEROA ALCORTA, PRES. AV. 2051",14/10/2016,14/1/2017,3,100,"CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.",2016,Licitación Pública,482-SIGAF/2016,30710393881,0,Desconocido,16374108-DGOIYA-2016,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Nazca,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"El Paso Bajo Nivel de Av. Nazca se extiende entre Pedro Lozano y Marcos Sastre, pasando por debajo las ví­as del ferrocarril San Martí­n, a 300 metros de la Estación Villa del Parque del tren. Su túnel fue hecho doble mano, contó con cuatro carriles de circulación, dos por sentido, con una altura libre de paso de 5,10 metros, que lo hace apto para tránsito liviano, pesado y transporte público de pasajeros.","$ 174.350.000,00",11,Villa Del Parque,NAZCA AV. Y MELINCUE,12/12/2016,15/11/2018,23,100,DYCASA SA - FONTANA NICASTRO SAC - UTE,2016,Licitación Pública,2016-01-0004-00,30711029245,120,Desconocido,0,Desconocido
Conservatorios e institutos artí­sticos,Conservatorio Manuel De Falla,Finalizada,Escuelas,Secretarí­a de Transporte y Obras Públicas,"La obra del Conservatorio Manuel de Falla constó de la readecuacion de las instalaciones, la puesta en valor y la reparación de la cubierta. fue iniciada originalmente por el ministerio de Cultura y transferida posteriormente al Ministerio de Desarrollo Urbano y Transporte.","$ 8.755.881,00",5,Almagro,GALLO 238,3/10/2016,20/1/2018,15,100,Sunil S.A.,2016,Licitación Pública,3028-SIGAF-2012,30516354247,7,Desconocido,0,Desconocido
Metrobus del Bajo,Metrobus Del Bajo: Aceras - Etapa I,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"Se realizó la ejecución y reconstrucción de las aceras, vados y superficies destinadas a ví­a pública de uso peatonal que integran la traza del Corredor Metrobus del Bajo (Etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la Ciudad Autónoma de Buenos Aires.","$ 40.185.440,00",1,Montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",3/11/2016,6/6/2017,7,100,Miavasa S.A,2017,Licitación Pública,124/SIGAF/2017,30677303863,0,Desconocido,EX-2016- 23.454.011í¢ÂÂMGEYA-DGTMBR,Desconocido
Metrobus del Bajo,Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"La obra garantizó la separación fí­sica de la obra de pavimentación y los paradores del corredor Metrobus del Bajo, de los carriles transitables y minimizar así­ el riesgo de siniestros en la ví­a pública. El objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.","$ 4.756.449,00",1,Montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",1/2/2017,31/7/2017,5,100,Construcciones Ingevial S.A.,2017,Licitación Privada de Obra Menor,85-SIGAF/16,30650833380,0,Desconocido,23.464.219-DGTMBR-2016,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Av. San Martí­n,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"El Paso Bajo Nivel San Martí­n posee una longitud de 370 metros que se extiende entre las calles Pareja y Asunción. Cuenta con cuatro carriles, dos en cada sentido y su túnel presenta una altura de 5,10 metros, permitiendo la circulación de vehí­culos pesados, livianos y los colectivos del Metrobus San Martí­n.","$ 111.988.844,00",11,Villa Devoto,SAN MARTIN AV. Y PAREJA,17/1/2014,21/10/2016,33,100,Fontana Nicastro S.A.C. Martinez Y De La Fuente S.A. Ute,2013,Licitación Pública,2013-01-0005-00,33714340609,0,Desconocido,0,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Constituyentes,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"El Paso Bajo nivel Constituyentes se extiende entre la Av. Mosconi y Olazábal hasta la calle Jose L. Cabezón y Cullen. El paso vehicular bajo las ví­as del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de tránsito de 5,10 metros, permitiendo la circulación de vehí­culos pesados y livianos.","$ 119.500.000,00",12,Villa Pueyrredon,DE LOS CONSTITUYENTES AV. 4950,22/1/2014,29/4/2016,27,100,Jose Chediack S.A.I.C.A.,2013,Licitación Pública,2013-01-0001-00,30502256005,0,Desconocido,0,Desconocido
Pasos Bajo Nivel,Paso bajo nivel Beiró,Finalizada,Transporte,Secretarí­a de Transporte y Obras Públicas,"El Paso Bajo Nivel Beiró tuvo como caracterí­stica particular la presencia de caños de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del Club Comunicaciones y la Facultad de Agronomí­a. A raí­z de ese desplazamiento se definió un espacio de unos 25 m de ancho y de 500 m de largo que se proyectó como área verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.","$ 114.299.267,00",15,Agronomí­a,"BEIRO, FRANCISCO AV. Y GUTENBERG",14/9/2014,19/6/2017,33,100,Benito Roggio - Esuco (Ute),2014,Licitación Pública,2014-01-0003-00,30709479896,0,SI,0,Desconocido
Teatro Colón,Teatro Colón: Reparación de arco de embocadura,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,Se realizó la reparación y puesta en valor del arco de embocadura del Teatro Colón.,"$ 756.353,00",1,San Nicolás,CERRITO 628,15/1/2015,1/1/2016,12,100,Rol Ingenieria S.A,2015,556/2010,Desconocido,30578447659,0,Desconocido,0,Desconocido
Casa Trans,Casa Trans,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"La obra consistió en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construcción de nuevos baños, un vestuario, una sala de espera, dos consultorios para atención psicológica, sala de extraccion de sangre para diagnóstico preventivo y las oficinas administrativas de la asociación de travestis, transexuales y transgéneros de la argentina.","$ 3.935.114,00",3,San Cristóbal,JUJUY AV. 1341,8/2/2017,26/6/2017,4,100,CONSTRUCTORA PREMART SRL,2016,Licitación Privada,79-SIGAF-2016,30709331031,16,Desconocido,0,Desconocido
Oficinas Públicas,Edificio Hipólito Yrigoyen y Edificio Finochietto: adecuación,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"Se realizó la readecuación y relocalización de los inmuebles Finochietto e Yrigoyen que albergan al Instituto de la Vivienda de la Ciudad y la Dirección General de Registros de Obras y Catastros en el Barrio de Barracas, a la Dirección General de Administracion de Infracciones en el Barrio de Balvanera, respectivamente.","$ 59.761.171,00",3,Balvanera,"YRIGOYEN, HIPOLITO 2346",29/10/2015,31/8/2016,10,100,Vidogar Construcciones S.A,2015,Licitación Pública,943-SIGAF--2015,30553433564,8,Desconocido,0,Desconocido
Sistema Pluvial La Boca  Barracas,Estación de Bombeo Nº5,Finalizada,Hidráulica e Infraestructura,Secretarí­a de Transporte y Obras Públicas,"El Sistema Pluvial Boca-Barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios más bajos de la Ciudad (Boca y Barracas), fundamentalmente a raí­z del fenómeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la Ciudad. La Estación de Bombeo 5 en la etapa final de ejecución del sistema contó con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desagí¼e, limpiarrejas, dos estaciones transformadoras de alta tensión, y un sistema de colectores pluviales.","$ 145.125.053,00",4,Barracas,REGIMIENTO DE PATRICIOS AV. Y BRANDSEN,1/8/2013,15/6/2017,46,100,Mercovial -Sabavisa UTE,2013,Desconocida,Desconocido,30687237346,24,Desconocido,0,Desconocido
Teatro Colón,Teatro Colón: Instituto Superior de Arte - Adecuación del edificio Corrientes 1681,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,Se realizó la puesta en valor del Instituto Superior de Arte del Teatro Colón.,"$ 15.203.243,00",1,San Nicolás,CORRIENTES AV. 1681,29/12/2016,30/5/2017,5,100,INGECONS S.A.,2016,Licitación Pública, 875-SIGAF-2016,30683399333,17,Desconocido,0,Desconocido
Área Ambiental Central,Área Ambiental Central: Calle Peru I,Finalizada,Espacio Público,Secretarí­a de Transporte y Obras Públicas,"El proyecto incluyó el tramo entre Av. Belgrano y Av. Roca, y consistió en la unificación de los niveles de acera, calzada y la preservación del cordón de granito existente. Se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desagí¼e pluvial, se incorporó equipamiento urbano y se rediseño el alumbrado público.","$ 2.462.636,00",1,Montserrat,"BELGRANO AV. Y ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",21/3/2016,18/7/2016,4,100,Naku Construcciones S.R.L,2016,Licitación Privada de Obra Menor,17/2015,30575292174,8,Desconocido,0,Desconocido
Área Ambiental Central,Área Ambiental Central: Calle Peru II,Finalizada,Espacio Público,Secretarí­a de Transporte y Obras Públicas,"La obra se extendió sobre la calle Perú desde Av. Belgrano hasta Av. Independencia. Se implementó la nivelación de cruces peatonales en ambos sentidos mejorando la accesibilidad y el tránsito peatonal. Además, se contempló la renovación de luminarias y equipamiento urbano.","$ 9.133.269,00",1,Montserrat,PERU Y MEXICO,16/8/2016,29/12/2016,4,100,Instalectro S.A.,2016,Licitación Pública,361-SIGAF-2016,33661628729,11,Desconocido,0,Desconocido
Donado Holmberg,Centro de Gestión y Participación - Comuna 12,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"La nueva sede de la Comuna 12, ubicada en la calle Holmberg en Villa Urquiza, es la sede de la zona que integra a los Barrios de Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón. El edificio tiene tres pisos y permite realizar trámites de manera más cómoda y rápida. Opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesorerí­a, mediación comunitaria e intermediación laboral.","$ 36.725.502,00",12,Villa Urquiza,HOLMBERG 2548,28/10/2013,17/4/2017,42,100,Conorvial S.A,2013,Licitación Pública,2590/2012,33504596309,65,Desconocido,1956273/2012,Desconocido
Acumar,Camino De Sirga III,Finalizada,Hidráulica e Infraestructura,Secretarí­a de Transporte y Obras Públicas,"El proyecto contempla la recuperación de la tenencia de los predios linderos al Riachuelo, la limpieza y adecuación de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. El camino se ejecuta en granitullo sobre losa de hormigón, excepto donde existe previamente un pavimento en buen estado de conservación que ameritó su conservación.","$ 94.995.724,00",4,Barracas,"ZAVALETA E IRIARTE, GRAL. AV.",10/8/2017,29/1/2021,34,100,Urbaser Argentina S.A - Ceob Sa Ute,2017,Licitación Pública,671- SIGAF/17,30714682489,0,SI,4440817-DGOINFU-2017,Desconocido
Área Ambiental Central,Área Ambiental Central: Calle Tacuarí­,Finalizada,Espacio Público,Secretarí­a de Transporte y Obras Públicas,El proyecto constó de la nivelación de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliación de ambas veredas en forma asimétrica. Incluyó el tramo que va desde Av. de Mayo a Av. Belgrano.,"$ 19.981.404,00",1,Montserrat,"TACUARI Y ALSINA, ADOLFO",13/10/2016,15/8/2017,10,100,Dal Construcciones S.A,2016,Licitación Pública,423-SIGAF/16,30604370171,28,Desconocido,0,Desconocido
Teatro San Martí­n,Teatro San Martí­n: Renovación de Instalaciones y Tecnologí­a.,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"Se realizó la recuperación y adecuación tecnológica de los ámbitos principales del teatro y sus áreas complementarias y de servicios, incluyendo las salas Martí­n Coronado, Casacuberta y Lugones, los halls, camarines, núcleos sanitarios, circulaciones verticales y horizontales y demás sectores de apoyo.","$ 160.977.932,00",1,San Nicolás,CORRIENTES AV. 1530,25/8/2014,28/2/2018,42,100,Bricons S.A.I.C.F.I. - Grupo Farallon S.A. (Ute),2014,Licitación Pública,254-SIGAF-14,30714527351,250,Desconocido,0,Desconocido
Comisarí­as,Comisarí­a vecinal 1-E,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"El proyecto contempló la construcción de un edificio en planta baja con tecnologí­a modular y construcción en seco, además, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisarí­a. Asimismo, se promovió la recuperación funcional y social de un predio urbano sin uso actual en un sitio estratégico mejorando las condiciones de seguridad en el área.","$ 1.276.501,00",4,La Boca,DON PEDRO DE MENDOZA AV. Y GUALEGUAY,11/1/2016,28/2/2017,13,100,Ecosan S.A,2016,Licitación Pública,874-SIGAF/16,30707696849,0,Desconocido,0,Desconocido
Oficinas Públicas,Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Policí­a Cientí­fica,Finalizada,Arquitectura,Secretarí­a de Transporte y Obras Públicas,"La obra a ejecutar contempló la construcción de un edificio en dos plantas junto a la recuperación y puesta en función del entorno del predio a través de un tratamiento paisají­stico, calles perimetrales y peatonales. La edificación se realizó en sistema estructural modular conformado por piezas de hormigón armado prefabricado, tabiquerí­a en seco y carpinterí­a de aluminio de alta prestación e instalaciones de alta complejidad.","$ 62.590.455,00",4,Parque Patricios,MIRAVE Y LUNA,30/12/2016,30/9/2017,9,100,Ecosan S.A,2016,Licitación Pública,1074-SIGAF/16,30707696849,80,Desconocido,0,Desconocido
